,avg_nighttime_flow,ks_flow_up,ks_flow_down,ks_flow_ml_up,ks_flow_ml_down,ks_flow_ml,ks_occupancy_up,ks_occupancy_down,ks_occupancy_ml_up,ks_occupancy_ml_down,ks_occupancy_ml,Type,y
766829,3.24,5.672737421572143e-14,,1.2120300423138108e-06,,4.1668484744741516e-13,1.1112747154054147e-13,,7.090400202592512e-08,,8.336982992857103e-27,HV,-1
763604,0.2,,7.681152510188974e-05,,1.4326704453390092e-38,1.0898737981738669e-83,,1.2120300423138108e-06,,2.6637411820421683e-30,5.079324882466895e-115,HV,-1
759996,0.16,7.681152510188974e-05,4.3055912093737255e-08,1.5157604415198054e-123,4.867742419195571e-121,8.171971774555533e-64,1.2120300423138108e-06,1.880854479644123e-07,4.02969801747861e-167,1.401634093036038e-169,1.4214899107395567e-55,HV,-1
717385,0.24,4.3055912093737255e-08,0.8304634168517532,3.2576011413383126e-31,3.1254746451778834e-56,1.6116173607689716e-70,1.880854479644123e-07,0.9644366597493446,2.1012127091701578e-29,6.8304146268872276e-77,8.290373807692456e-120,HV,-1
763602,0.24,0.8304634168517532,0.22823192819157445,3.1257827362111793e-68,2.869668865604379e-49,2.8393015726534797e-54,0.9644366597493446,0.045509644873646095,1.5157604415198054e-123,4.1445862219041754e-51,6.8304146268872276e-77,HV,-1
773383,0.28,0.22823192819157445,1.5507212228858488e-37,5.327908475744656e-44,2.6967458683474243e-46,4.736365726008814e-38,0.045509644873646095,1.4434641905651822e-44,1.550147223214658e-64,2.3253806034982667e-52,3.7390849302645935e-40,HV,-1
759967,7.6,1.5507212228858488e-37,1.4326704453390092e-38,0.0017386399220547539,0.19127733096650482,0.045509644873646095,1.4434641905651822e-44,5.028441612446024e-37,4.3055912093737255e-08,0.00011178528333976476,0.02213087446680441,HV,-1
717422,0.28,1.4326704453390092e-38,1.4434641905651822e-44,4.581617798606835e-48,2.3253806034982667e-52,2.6967458683474243e-46,5.028441612446024e-37,1.24716984967022e-53,1.027010718195644e-45,9.782769088604502e-67,7.065707358075577e-50,HV,-1
768899,11.04,1.4434641905651822e-44,1.087429621777175e-40,0.9316146421154725,0.5585594327069068,0.0017386399220547539,1.24716984967022e-53,4.4856123000832707e-72,0.5585594327069068,0.4916898698540652,1.8961536661976062e-06,HV,-1
768909,0.2,1.087429621777175e-40,0.42876959833128964,4.581617798606835e-48,2.3253806034982667e-52,3.7390849302645935e-40,4.4856123000832707e-72,7.691068823747695e-07,6.006198800967884e-82,6.753592644361314e-92,6.8304146268872276e-77,HV,-1
759975,0.36,0.42876959833128964,7.038201470061761e-43,1.6188636261592282e-35,,4.581617798606835e-48,7.691068823747695e-07,3.1254746451778834e-56,1.027010718195644e-45,,1.3436456959073252e-59,HV,-1
759978,14.08,7.038201470061761e-43,2.5192292563475036e-42,0.057064223622223874,0.03604044231430257,,3.1254746451778834e-56,9.782769088604502e-67,0.03604044231430257,0.057064223622223874,,HV,-1
759991,0.28,2.5192292563475036e-42,0.03604044231430257,,2.5192292563475036e-42,9.872297653033551e-52,9.782769088604502e-67,0.6280441779187196,,4.581617798606835e-48,1.7604983226936527e-67,HV,-1
759979,0.4,0.03604044231430257,0.9952074388694081,1.4434641905651822e-44,3.2576011413383126e-31,1.3014479285069932e-32,0.6280441779187196,0.15915169261452353,1.550147223214658e-64,4.736365726008814e-38,1.027010718195644e-45,HV,-1
768229,0.48,0.9952074388694081,0.9952074388694081,3.2576011413383126e-31,9.357404620757031e-31,7.51492545397327e-30,0.15915169261452353,0.02213087446680441,4.736365726008814e-38,8.926402876821863e-42,3.2576011413383126e-31,HV,-1
759992,0.48,0.9952074388694081,0.9999999786717801,7.51492545397327e-30,5.8229685535173e-29,3.841945597167904e-32,0.02213087446680441,0.01715995048736122,7.038201470061761e-43,2.3253806034982667e-52,5.415950550882715e-53,HV,-1
773366,0.52,0.9999999786717801,,3.2576011413383126e-31,,5.8229685535173e-29,0.01715995048736122,,1.273001434273289e-39,,4.2915578655425274e-39,HV,-1
765594,0.16,,0.03604044231430257,,3.06542947562056e-134,8.273075916058435e-94,,0.0023728159574303693,,1.401634093036038e-169,6.753592644361314e-92,HV,-1
765793,0.16,0.03604044231430257,5.364035185661794e-66,1.0898737981738669e-83,1.8492851139729247e-85,5.079324882466895e-115,0.0023728159574303693,9.782769088604502e-67,1.0204802729413189e-77,9.396684070010982e-100,7.710155540109073e-165,HV,-1
759981,5.52,5.364035185661794e-66,1.4434641905651822e-44,4.1668484744741516e-13,1.1590699874557621e-07,0.01715995048736122,9.782769088604502e-67,1.9464052738002656e-43,4.3682858711461576e-33,2.8558264098090667e-12,7.691068823747695e-07,HV,-1
759982,0.32,1.4434641905651822e-44,1.5934937884526227e-05,3.0945381872832893e-58,5.555278351293943e-61,2.923818974769738e-75,1.9464052738002656e-43,0.00033005044310849946,4.4856123000832707e-72,6.389935598753055e-55,1.431794989757825e-84,HV,-1
773384,0.72,1.5934937884526227e-05,0.8863728099526584,2.869668865604379e-49,4.1445862219041754e-51,3.131214759135169e-41,0.00033005044310849946,0.03604044231430257,2.9025390393525483e-65,1.1087457832104336e-61,4.2915578655425274e-39,HV,-1
717400,0.52,0.8863728099526584,0.013212113036973965,7.006828784570818e-47,1.7207433867727158e-50,5.415950550882715e-53,0.03604044231430257,3.5493236588966483e-05,2.3253806034982667e-52,2.707778156757584e-71,2.1745063091407918e-79,HV,-1
759984,0.88,0.013212113036973965,0.9952074388694081,7.038201470061761e-43,5.415950550882715e-53,1.9464052738002656e-43,3.5493236588966483e-05,0.0001615202610968331,2.8393015726534797e-54,1.0204802729413189e-77,9.872297653033551e-52,HV,-1
717412,0.88,0.9952074388694081,0.9999961756804284,1.087429621777175e-40,7.006828784570818e-47,9.872297653033551e-52,0.0001615202610968331,0.984904522198453,5.1374895898660434e-36,9.872297653033551e-52,3.1254746451778834e-56,HV,-1
717417,0.8,0.9999961756804284,0.9998945640423377,2.3253806034982667e-52,2.5192292563475036e-42,4.581617798606835e-48,0.984904522198453,0.02213087446680441,6.389935598753055e-55,1.087429621777175e-40,9.872297653033551e-52,HV,-1
763466,0.8,0.9998945640423377,0.9990098806936499,4.581617798606835e-48,1.1528582747036722e-48,8.926402876821863e-42,0.02213087446680441,0.984904522198453,2.9025390393525483e-65,8.171971774555533e-64,7.065707358075577e-50,HV,-1
759986,0.84,0.9990098806936499,0.984904522198453,7.038201470061761e-43,1.087429621777175e-40,7.065707358075577e-50,0.984904522198453,0.045509644873646095,1.7207433867727158e-50,1.24716984967022e-53,1.550147223214658e-64,HV,-1
768908,0.88,0.984904522198453,0.057064223622223874,1.1528582747036722e-48,7.006828784570818e-47,3.131214759135169e-41,0.045509644873646095,0.013212113036973965,1.1791218157549974e-73,1.3436456959073252e-59,8.171971774555533e-64,HV,-1
766212,1.2,0.057064223622223874,0.9998945640423377,4.786653114517815e-34,7.065707358075577e-50,4.2915578655425274e-39,0.013212113036973965,0.8304634168517532,6.389935598753055e-55,4.5026812211453965e-76,1.24716984967022e-53,HV,-1
717429,1.2,0.9998945640423377,0.9998945640423377,4.2915578655425274e-39,2.6967458683474243e-46,1.8013198182556788e-47,0.8304634168517532,0.03604044231430257,4.1445862219041754e-51,1.6116173607689716e-70,1.1791218157549974e-73,HV,-1
759987,1.16,0.9998945640423377,0.0009137765599866648,1.8013198182556788e-47,7.038201470061761e-43,1.027010718195644e-45,0.03604044231430257,0.07105129403332416,6.006198800967884e-82,7.325294280377921e-73,3.100286222933406e-80,HV,-1
759989,1.76,0.0009137765599866648,0.9999961756804284,1.6188636261592282e-35,1.3014479285069932e-32,4.3682858711461576e-33,0.07105129403332416,1.8479696316088673e-09,6.8304146268872276e-77,4.2529401493385786e-63,1.550147223214658e-64,HV,-1
759988,1.76,0.9999961756804284,0.9998945640423377,3.841945597167904e-32,3.1437787896692656e-27,1.1238344263824481e-31,1.8479696316088673e-09,0.6982502252503169,3.131214759135169e-41,4.2915578655425274e-39,1.4326704453390092e-38,HV,-1
759990,1.84,0.9998945640423377,0.9999999786717801,9.357404620757031e-31,2.1917351515813012e-26,1.475949845555557e-25,0.6982502252503169,1.5934937884526227e-05,4.736365726008814e-38,2.6637411820421683e-30,5.1374895898660434e-36,HV,-1
766554,1.92,0.9999999786717801,0.9999999786717801,2.1917351515813012e-26,2.1917351515813012e-26,2.1917351515813012e-26,1.5934937884526227e-05,0.00023171683026536511,2.3253806034982667e-52,5.1374895898660434e-36,8.926402876821863e-42,HV,-1
768228,1.88,0.9999999786717801,0.9990098806936499,1.475949845555557e-25,9.60323195352951e-25,1.475949845555557e-25,0.00023171683026536511,0.9952074388694081,1.4527324837068053e-33,5.053167175939877e-35,2.4183748761022484e-24,HV,-1
759993,1.96,0.9990098806936499,0.9952074388694081,6.0386087815401604e-24,2.157374287889546e-22,1.4951013308512084e-23,0.9952074388694081,0.22823192819157445,5.712209738808767e-26,1.6188636261592282e-35,5.028441612446024e-37,HV,-1
773365,2.04,0.9952074388694081,,5.165007853947324e-22,,1.2263118062588385e-21,0.22823192819157445,,3.2576011413383126e-31,,2.1012127091701578e-29,HV,-1
776631,0.6,,,,,,,,,,,HV,-1
776630,0.28,,,,,4.844938835298689e-07,,,,,3.462166085630029e-10,HV,-1
773658,0.88,,3.2576011413383126e-31,,5.079324882466895e-115,4.091039708940217e-126,,2.1917351515813012e-26,,1.5157604415198054e-123,4.878293410200004e-106,HV,-1
760117,1.64,3.2576011413383126e-31,0.3706474470171066,2.185287332053759e-62,6.48750144084547e-59,1.3436456959073252e-59,2.1917351515813012e-26,0.15915169261452353,1.027010718195644e-45,8.171971774555533e-64,1.7604983226936527e-67,HV,-1
760122,1.92,0.3706474470171066,9.917529278929078e-12,1.1528582747036722e-48,1.4326704453390092e-38,2.869668865604379e-49,0.15915169261452353,5.712209738808767e-26,8.171971774555533e-64,1.273001434273289e-39,3.0945381872832893e-58,HV,-1
774615,0.96,9.917529278929078e-12,0.9952074388694081,1.0204802729413189e-77,2.707778156757584e-71,1.8704944466796143e-74,5.712209738808767e-26,5.2402031702164816e-05,8.273631465818134e-102,2.9289359748596516e-87,8.290373807692456e-120,HV,-1
760166,1.0,0.9952074388694081,0.013212113036973965,2.707778156757584e-71,5.474894405583736e-69,3.1257827362111793e-68,5.2402031702164816e-05,0.0878469342643513,2.1745063091407918e-79,1.1087457832104336e-61,1.7604983226936527e-67,HV,-1
760139,1.76,0.013212113036973965,0.7667067650024223,3.1254746451778834e-56,3.1257827362111793e-68,6.79164321631481e-57,0.0878469342643513,0.8304634168517532,5.364035185661794e-66,4.4856123000832707e-72,3.1254746451778834e-56,HV,-1
760173,1.84,0.7667067650024223,0.9998945640423377,6.389935598753055e-55,3.1257827362111793e-68,1.7604983226936527e-67,0.8304634168517532,0.270329069484192,3.1254746451778834e-56,1.0204802729413189e-77,1.1791218157549974e-73,HV,-1
760178,1.76,0.9998945640423377,0.00046676589861970356,1.550147223214658e-64,4.4856123000832707e-72,2.9025390393525483e-65,0.270329069484192,1.475949845555557e-25,5.364035185661794e-66,2.3477252423484396e-86,4.4856123000832707e-72,HV,-1
760188,1.2,0.00046676589861970356,3.5876209380595414e-20,2.1745063091407918e-79,9.396684070010982e-100,4.321870695403196e-89,1.475949845555557e-25,1.273001434273289e-39,2.0083285843888334e-127,2.4333925226320105e-172,2.4920493162988327e-151,HV,-1
760199,2.84,3.5876209380595414e-20,0.004326422589915993,2.869668865604379e-49,1.3436456959073252e-59,2.3253806034982667e-52,1.273001434273289e-39,1.475949845555557e-25,2.3253806034982667e-52,1.4214899107395567e-55,3.1257827362111793e-68,HV,-1
760213,1.88,0.004326422589915993,0.6280441779187196,5.555278351293943e-61,5.415950550882715e-53,5.364035185661794e-66,1.475949845555557e-25,1.9515732948808837e-10,1.1044797811206247e-162,8.89236566793229e-95,9.69148200161917e-99,HV,-1
760224,1.96,0.6280441779187196,0.9998945640423377,2.7490037202279307e-60,7.038201470061761e-43,2.6967458683474243e-46,1.9515732948808837e-10,0.028341477459888353,1.6116173607689716e-70,1.6188636261592282e-35,2.185287332053759e-62,HV,-1
760242,1.8,0.9998945640423377,0.9999961756804284,7.006828784570818e-47,8.336982992857103e-27,1.9464052738002656e-43,0.028341477459888353,1.880854479644123e-07,7.325294280377921e-73,9.872297653033551e-52,2.6967458683474243e-46,HV,-1
760267,1.92,0.9999961756804284,0.999999999996632,5.327908475744656e-44,1.1751744523287492e-27,4.354565666586339e-28,1.880854479644123e-07,0.02213087446680441,5.712209738808767e-26,1.3014479285069932e-32,3.2576011413383126e-31,HV,-1
767859,1.92,0.999999999996632,0.9998945640423377,2.1012127091701578e-29,5.8229685535173e-29,4.354565666586339e-28,0.02213087446680441,0.0017386399220547539,1.087429621777175e-40,2.1917351515813012e-26,8.926402876821863e-42,HV,-1
767870,1.84,0.9998945640423377,0.270329069484192,4.354565666586339e-28,1.4214899107395567e-55,1.59942577801157e-28,0.0017386399220547539,0.4916898698540652,1.458416016977075e-57,1.0898737981738669e-83,4.736365726008814e-38,HV,-1
760289,1.96,0.270329069484192,,1.1238344263824481e-31,,1.458416016977075e-57,0.4916898698540652,,9.357404620757031e-31,,6.8304146268872276e-77,HV,-1
763710,1.0,,3.1437787896692656e-27,,4.395148705994414e-153,8.89236566793229e-95,,1.4951013308512084e-23,,1.1044797811206247e-162,2.545751991955838e-109,HV,-1
760442,1.4,3.1437787896692656e-27,0.9316146421154725,4.2915578655425274e-39,9.872297653033551e-52,2.1745063091407918e-79,1.4951013308512084e-23,0.5585594327069068,1.4214899107395567e-55,4.2529401493385786e-63,9.784669328557815e-98,HV,-1
760490,1.64,0.9316146421154725,0.013212113036973965,2.923818974769738e-75,3.1257827362111793e-68,3.8703874999769725e-45,0.5585594327069068,0.00023171683026536511,2.3477252423484396e-86,4.5026812211453965e-76,6.389935598753055e-55,HV,-1
760505,2.16,0.013212113036973965,0.984904522198453,1.5507212228858488e-37,5.474894405583736e-69,1.3436456959073252e-59,0.00023171683026536511,0.010101005217988925,4.2915578655425274e-39,2.8393015726534797e-54,4.2529401493385786e-63,HV,-1
760519,2.2,0.984904522198453,0.0878469342643513,2.8393015726534797e-54,1.8704944466796143e-74,5.364035185661794e-66,0.010101005217988925,2.386791561924706e-05,1.1791218157549974e-73,7.547367502369098e-93,5.474894405583736e-69,HV,-1
760525,2.44,0.0878469342643513,0.5585594327069068,6.79164321631481e-57,6.48750144084547e-59,8.171971774555533e-64,2.386791561924706e-05,0.007668141618886344,7.006828784570818e-47,1.6116173607689716e-70,5.474894405583736e-69,HV,-1
760572,2.6,0.5585594327069068,0.9952074388694081,6.48750144084547e-59,2.7490037202279307e-60,2.8393015726534797e-54,0.007668141618886344,1.8961536661976062e-06,1.458416016977075e-57,9.782769088604502e-67,6.48750144084547e-59,HV,-1
760545,2.52,0.9952074388694081,0.0009137765599866648,2.3253806034982667e-52,2.5192292563475036e-42,1.3436456959073252e-59,1.8961536661976062e-06,3.563758645331359e-15,1.431794989757825e-84,7.038201470061761e-43,1.8492851139729247e-85,HV,-1
760550,1.96,0.0009137765599866648,0.9990098806936499,2.1745063091407918e-79,2.6967458683474243e-46,5.555278351293943e-61,3.563758645331359e-15,1.1590699874557621e-07,1.4155657124530334e-138,4.4856123000832707e-72,1.1791218157549974e-73,HV,-1
760256,1.96,0.9990098806936499,0.9952074388694081,1.3436456959073252e-59,6.48750144084547e-59,3.8703874999769725e-45,1.1590699874557621e-07,0.6280441779187196,1.8013198182556788e-47,5.415950550882715e-53,1.9464052738002656e-43,HV,-1
760395,1.92,0.9952074388694081,0.9644366597493446,1.4434641905651822e-44,3.8703874999769725e-45,3.0945381872832893e-58,0.6280441779187196,0.9316146421154725,4.581617798606835e-48,2.9289359748596516e-87,1.458416016977075e-57,HV,-1
760380,1.64,0.9644366597493446,,1.3436456959073252e-59,,1.8013198182556788e-47,0.9316146421154725,,6.48750144084547e-59,,2.3477252423484396e-86,HV,-1
775806,4.72,,4.736365726008814e-38,,4.2915578655425274e-39,3.670608057778416e-23,,1.1238344263824481e-31,,7.006828784570818e-47,9.357404620757031e-31,HV,-1
763405,0.82,4.736365726008814e-38,0.9952074388694081,8.158025930448504e-83,9.69148200161917e-99,9.69148200161917e-99,1.1238344263824481e-31,0.6280441779187196,3.589940980859106e-88,7.5072648461109715e-103,8.273631465818134e-102,HV,-1
763416,0.8,0.9952074388694081,,9.673899487102443e-97,,9.784669328557815e-98,0.6280441779187196,,6.657385806928597e-104,,6.657385806928597e-104,HV,-1
774705,10.2,,2.6967458683474243e-46,,1.8013198182556788e-47,1.5528752782838203e-08,,6.48750144084547e-59,,1.6149739485228108e-36,0.057064223622223874,HV,-1
763291,0.92,2.6967458683474243e-46,0.999999999996632,2.9025390393525483e-65,9.784669328557815e-98,8.915260028473417e-101,6.48750144084547e-59,0.3706474470171066,5.474894405583736e-69,4.867742419195571e-121,4.878293410200004e-106,HV,-1
763283,0.8,0.999999999996632,0.9316146421154725,9.69148200161917e-99,9.784669328557815e-98,9.369350799545515e-96,0.3706474470171066,0.8304634168517532,8.89236566793229e-95,2.545751991955838e-109,5.079324882466895e-115,HV,-1
763413,0.9,0.9316146421154725,,4.321870695403196e-89,,7.547367502369098e-93,0.8304634168517532,,4.027109006544094e-107,,6.657385806928597e-104,HV,-1
765942,0.0,,0.8304634168517532,,2.923818974769738e-75,6.8304146268872276e-77,,0.0878469342643513,,4.4856123000832707e-72,7.325294280377921e-73,HV,-1
771708,0.0,0.8304634168517532,0.9999961756804284,4.5026812211453965e-76,4.5026812211453965e-76,1.8704944466796143e-74,0.0878469342643513,0.31778103283453074,1.5013029860369303e-78,8.158025930448504e-83,1.5013029860369303e-78,HV,-1
717534,0.0,0.9999961756804284,0.9999999786717801,7.325294280377921e-73,6.006198800967884e-82,1.8704944466796143e-74,0.31778103283453074,0.31778103283453074,1.8704944466796143e-74,2.1745063091407918e-79,1.5013029860369303e-78,HV,-1
765959,0.0,0.9999999786717801,0.22823192819157445,2.923818974769738e-75,2.1745063091407918e-79,1.0898737981738669e-83,0.31778103283453074,0.984904522198453,4.5026812211453965e-76,3.100286222933406e-80,4.5026812211453965e-76,HV,-1
761592,0.0,0.22823192819157445,0.9998945640423377,2.1745063091407918e-79,2.707778156757584e-71,6.8304146268872276e-77,0.984904522198453,0.8863728099526584,2.1745063091407918e-79,1.0204802729413189e-77,1.0898737981738669e-83,HV,-1
766013,0.0,0.9998945640423377,0.9990098806936499,1.8704944466796143e-74,2.707778156757584e-71,9.458659034036942e-70,0.8863728099526584,0.9644366597493446,1.431794989757825e-84,7.325294280377921e-73,1.0204802729413189e-77,HV,-1
766030,0.0,0.9990098806936499,0.9998945640423377,3.1257827362111793e-68,1.6116173607689716e-70,9.458659034036942e-70,0.9644366597493446,0.8863728099526584,4.5026812211453965e-76,8.158025930448504e-83,9.458659034036942e-70,HV,-1
766047,0.04,0.9998945640423377,0.9998945640423377,1.6116173607689716e-70,6.8304146268872276e-77,4.4856123000832707e-72,0.8863728099526584,0.7667067650024223,1.6116173607689716e-70,8.158025930448504e-83,1.431794989757825e-84,HV,-1
717540,0.0,0.9998945640423377,0.9952074388694081,7.325294280377921e-73,6.006198800967884e-82,4.5026812211453965e-76,0.7667067650024223,0.9990098806936499,1.431794989757825e-84,5.767226876058672e-105,1.431794989757825e-84,HV,-1
717542,0.0,0.9952074388694081,0.8863728099526584,1.5013029860369303e-78,1.0204802729413189e-77,1.0898737981738669e-83,0.9990098806936499,0.6982502252503169,1.431794989757825e-84,2.9289359748596516e-87,4.027109006544094e-107,HV,-1
717545,0.0,0.8863728099526584,0.984904522198453,1.0204802729413189e-77,8.158025930448504e-83,1.1791218157549974e-73,0.6982502252503169,0.9990098806936499,5.767226876058672e-105,1.3666555610256655e-118,1.0898737981738669e-83,HV,-1
716541,0.0,0.984904522198453,0.7667067650024223,1.8704944466796143e-74,6.8304146268872276e-77,1.431794989757825e-84,0.9990098806936499,0.6982502252503169,6.006198800967884e-82,8.158025930448504e-83,2.1826293224615777e-117,HV,-1
766063,0.0,0.7667067650024223,0.0001615202610968331,6.006198800967884e-82,3.1257827362111793e-68,4.4856123000832707e-72,0.6982502252503169,0.22823192819157445,2.7637365383711114e-122,1.0204802729413189e-77,2.3477252423484396e-86,HV,-1
766139,0.04,0.0001615202610968331,0.984904522198453,9.369350799545515e-96,9.69148200161917e-99,5.929425406405357e-91,0.22823192819157445,0.984904522198453,9.784669328557815e-98,9.476686605101574e-129,7.547367502369098e-93,HV,-1
771692,0.08,0.984904522198453,,1.8492851139729247e-85,,7.547367502369098e-93,0.984904522198453,,1.431794989757825e-84,,1.5157604415198054e-123,HV,-1
773668,0.08,,0.9999961756804284,,1.6188636261592282e-35,1.027010718195644e-45,,0.9644366597493446,,1.6149739485228108e-36,7.006828784570818e-47,HV,-1
772490,0.08,0.9999961756804284,0.9952074388694081,1.027010718195644e-45,5.1374895898660434e-36,5.053167175939877e-35,0.9644366597493446,0.0009137765599866648,7.065707358075577e-50,3.670608057778416e-23,1.087429621777175e-40,HV,-1
765923,0.12,0.9952074388694081,0.999999999996632,1.6188636261592282e-35,5.8229685535173e-29,5.028441612446024e-37,0.0009137765599866648,0.9952074388694081,1.3436456959073252e-59,2.3253806034982667e-52,5.028441612446024e-37,HV,-1
760827,0.12,0.999999999996632,0.9952074388694081,5.028441612446024e-37,3.7390849302645935e-40,2.1012127091701578e-29,0.9952074388694081,0.15915169261452353,5.028441612446024e-37,1.3436456959073252e-59,5.415950550882715e-53,HV,-1
765977,0.12,0.9952074388694081,0.9998945640423377,1.1238344263824481e-31,4.736365726008814e-38,3.131214759135169e-41,0.15915169261452353,0.6982502252503169,1.4434641905651822e-44,3.8703874999769725e-45,1.7207433867727158e-50,HV,-1
760832,0.12,0.9998945640423377,1.5150272731082582e-12,1.087429621777175e-40,1.7207433867727158e-50,5.028441612446024e-37,0.6982502252503169,4.4426543665394945e-18,1.458416016977075e-57,3.1257827362111793e-68,9.872297653033551e-52,HV,-1
765944,4.48,1.5150272731082582e-12,1.8271704188765886e-11,3.2576011413383126e-31,1.027010718195644e-45,7.038201470061761e-43,4.4426543665394945e-18,1.8472470418103187e-19,2.0306071725849707e-18,1.4434641905651822e-44,1.1238344263824481e-31,HV,-1
771723,0.12,1.8271704188765886e-11,0.9999961756804284,2.6967458683474243e-46,1.8013198182556788e-47,1.1528582747036722e-48,1.8472470418103187e-19,0.22823192819157445,5.364035185661794e-66,7.325294280377921e-73,1.947310292354279e-110,HV,-1
765994,0.12,0.9999961756804284,0.9998945640423377,2.869668865604379e-49,1.8013198182556788e-47,1.8013198182556788e-47,0.22823192819157445,0.8304634168517532,7.547367502369098e-93,1.458416016977075e-57,5.555278351293943e-61,HV,-1
760835,0.12,0.9998945640423377,0.9990098806936499,1.8013198182556788e-47,3.1254746451778834e-56,2.6967458683474243e-46,0.8304634168517532,0.3706474470171066,1.4214899107395567e-55,1.4214899107395567e-55,1.4214899107395567e-55,HV,-1
765961,0.16,0.9990098806936499,0.9999999786717801,7.065707358075577e-50,2.8393015726534797e-54,3.0945381872832893e-58,0.3706474470171066,0.4916898698540652,9.872297653033551e-52,6.389935598753055e-55,4.1445862219041754e-51,HV,-1
760840,0.16,0.9999999786717801,0.8863728099526584,1.3436456959073252e-59,2.3253806034982667e-52,6.389935598753055e-55,0.4916898698540652,0.0017386399220547539,3.0945381872832893e-58,1.24716984967022e-53,1.3436456959073252e-59,HV,-1
766011,0.16,0.8863728099526584,0.9990098806936499,9.872297653033551e-52,4.581617798606835e-48,2.869668865604379e-49,0.0017386399220547539,0.007668141618886344,3.8703874999769725e-45,1.3014479285069932e-32,4.2915578655425274e-39,HV,-1
766028,0.16,0.9990098806936499,0.9999999786717801,9.872297653033551e-52,9.872297653033551e-52,7.065707358075577e-50,0.007668141618886344,0.9990098806936499,2.3253806034982667e-52,2.7490037202279307e-60,1.8013198182556788e-47,HV,-1
766045,0.16,0.9999999786717801,0.9644366597493446,4.1445862219041754e-51,6.48750144084547e-59,5.415950550882715e-53,0.9990098806936499,0.5585594327069068,7.065707358075577e-50,2.9025390393525483e-65,2.9025390393525483e-65,HV,-1
760844,0.16,0.9644366597493446,0.0012649386262903305,6.389935598753055e-55,4.2529401493385786e-63,1.3436456959073252e-59,0.5585594327069068,5.2402031702164816e-05,3.1257827362111793e-68,3.1257827362111793e-68,9.782769088604502e-67,HV,-1
760672,0.12,0.0012649386262903305,0.984904522198453,4.5026812211453965e-76,1.431794989757825e-84,1.8704944466796143e-74,5.2402031702164816e-05,0.42876959833128964,1.0898737981738669e-83,1.5157604415198054e-123,1.0898737981738669e-83,HV,-1
760677,0.12,0.984904522198453,0.984904522198453,4.4856123000832707e-72,2.923818974769738e-75,8.158025930448504e-83,0.42876959833128964,0.9644366597493446,2.1745063091407918e-79,4.350203988701025e-81,1.947310292354279e-110,HV,-1
766061,0.2,0.984904522198453,0.15915169261452353,2.9289359748596516e-87,1.6116173607689716e-70,6.8304146268872276e-77,0.9644366597493446,0.10785099672172843,3.3799574079262145e-116,1.0204802729413189e-77,6.006198800967884e-82,HV,-1
766097,0.16,0.15915169261452353,0.5585594327069068,1.431794989757825e-84,1.6116173607689716e-70,4.5026812211453965e-76,0.10785099672172843,0.31778103283453074,5.109188225185949e-90,6.8304146268872276e-77,1.8492851139729247e-85,HV,-1
766127,0.12,0.5585594327069068,5.555278351293943e-61,3.1257827362111793e-68,2.9025390393525483e-65,8.171971774555533e-64,0.31778103283453074,9.458659034036942e-70,2.923818974769738e-75,3.1257827362111793e-68,8.171971774555533e-64,HV,-1
766111,6.8,5.555278351293943e-61,,0.045509644873646095,,0.013212113036973965,9.458659034036942e-70,,0.3706474470171066,,0.984904522198453,HV,-1
761017,0.16,,0.057064223622223874,,4.1445862219041754e-51,1.24716984967022e-53,,3.5493236588966483e-05,,1.4214899107395567e-55,3.0945381872832893e-58,HV,-1
760989,0.24,0.057064223622223874,0.9999999786717801,7.038201470061761e-43,3.8703874999769725e-45,2.5192292563475036e-42,3.5493236588966483e-05,0.8863728099526584,1.4434641905651822e-44,1.027010718195644e-45,2.5192292563475036e-42,HV,-1
773891,0.36,0.9999999786717801,0.07105129403332416,2.5192292563475036e-42,2.5192292563475036e-42,1.027010718195644e-45,0.8863728099526584,0.0009137765599866648,5.327908475744656e-44,1.4434641905651822e-44,1.1528582747036722e-48,HV,-1
760994,1.4,7.681152510188974e-05,7.681152510188974e-05,2.869668865604379e-49,6.79164321631481e-57,2.869668865604379e-49,1.8961536661976062e-06,4.844938835298689e-07,1.59942577801157e-28,4.2915578655425274e-39,1.59942577801157e-28,HV,-1
776472,0.36,0.07105129403332416,7.681152510188974e-05,3.131214759135169e-41,5.028441612446024e-37,5.028441612446024e-37,0.0009137765599866648,1.8961536661976062e-06,4.2915578655425274e-39,5.053167175939877e-35,5.053167175939877e-35,HV,-1
773871,0.36,7.681152510188974e-05,0.3706474470171066,4.736365726008814e-38,5.1374895898660434e-36,2.5192292563475036e-42,4.844938835298689e-07,0.42876959833128964,2.6967458683474243e-46,5.028441612446024e-37,1.1087457832104336e-61,HV,-1
763323,0.44,0.3706474470171066,0.270329069484192,1.273001434273289e-39,1.6149739485228108e-36,1.4527324837068053e-33,0.42876959833128964,1.5934937884526227e-05,9.782769088604502e-67,7.006828784570818e-47,5.028441612446024e-37,HV,-1
761033,0.52,0.270329069484192,0.9990098806936499,4.3682858711461576e-33,1.5507212228858488e-37,1.6188636261592282e-35,1.5934937884526227e-05,0.0001615202610968331,2.4183748761022484e-24,8.926402876821863e-42,1.4527324837068053e-33,HV,-1
